date,points,serial_number,violation_code,violation_description,violation_status
2023-07-29,1,DAPOFRC4Z,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-07-30,1,DARD07ZGO,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-07-31,1,DARD07ZGO,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2023-08-01,0,DARD07ZGO,F050,# 51. Permit Suspension,OUT OF COMPLIANCE
2023-08-02,4,DARD07ZGO,F023,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE
2023-08-03,1,DARD07ZGO,F026,"# 26. Approved thawing methods used, frozen food maintained frozen",OUT OF COMPLIANCE
2023-08-04,1,DARD07ZGO,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-08-05,1,DARD07ZGO,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2023-08-06,1,DARD07ZGO,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-08-07,1,DAHIB4AOO,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2023-08-08,4,DAHIB4AOO,F021,# 21b. Water available,OUT OF COMPLIANCE
2023-08-09,1,DACY97FNM,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-08-10,1,DACY97FNM,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-08-11,2,DACY97FNM,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2023-08-12,1,DACY97FNM,F026,"# 26. Approved thawing methods used, frozen food maintained frozen",OUT OF COMPLIANCE
2023-08-13,2,DAGAUEWRM,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2023-08-14,4,DAGAUEWRM,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2023-08-15,4,DAGAUEWRM,F013,"# 13. Food in good condition, safe and unadulterated",OUT OF COMPLIANCE
2023-08-16,1,DAGAUEWRM,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-08-17,1,DAGAUEWRM,F038,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE
2023-08-18,1,DAGAUEWRM,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2023-08-19,1,DAGAUEWRM,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-08-20,1,DAGAUEWRM,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-08-21,1,DAGAUEWRM,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2023-08-22,1,DAGAUEWRM,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2023-08-23,1,DAGAUEWRM,F042,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE
2023-08-24,1,DAGAUEWRM,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2023-08-25,1,DAGAUEWRM,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-08-26,1,DACH4TGOW,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2023-08-27,1,DACH4TGOW,F048,# 47. Permits Available,OUT OF COMPLIANCE
2023-08-28,2,DACH4TGOW,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2023-08-29,1,DAVYW4CH2,F038,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE
2023-08-30,1,DACH4TGOW,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-08-31,1,DACH4TGOW,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2023-09-01,1,DACH4TGOW,F026,"# 26. Approved thawing methods used, frozen food maintained frozen",OUT OF COMPLIANCE
2023-09-02,1,DACH4TGOW,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2023-09-03,1,DAIXICFSH,F025,# 25. Personal cleanliness and hair restraints,OUT OF COMPLIANCE
2023-09-04,4,DAIXICFSH,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2023-09-05,4,DAIXICFSH,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2023-09-06,1,DALVMOZVL,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-09-07,4,DALVMOZVL,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2023-09-08,4,DALVMOZVL,F013,"# 13. Food in good condition, safe and unadulterated",OUT OF COMPLIANCE
2023-09-09,1,DALVMOZVL,F034,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE
2023-09-10,1,DAKAJQBQB,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2023-09-11,1,DAKAJQBQB,F029,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE
2023-09-12,1,DAKAJQBQB,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-09-13,1,DAKAJQBQB,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-09-14,1,DAQTBZ3OV,F038,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE
2023-09-15,1,DAQTBZ3OV,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2023-09-16,1,DA4XXVVN1,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-09-17,1,DA4XXVVN1,F042,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE
2023-09-18,2,DA4XXVVN1,F052,# 01b. Food safety certification,OUT OF COMPLIANCE
2023-09-19,2,DA4XXVVN1,F001,# 01a. Demonstration of knowledge,OUT OF COMPLIANCE
2023-09-20,2,DA4XXVVN1,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2023-09-21,1,DABQ8YQZL,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-09-22,1,DABQ8YQZL,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-09-23,1,DABQ8YQZL,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2023-09-24,1,DAVHNAJMG,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-09-25,1,DAMPQ0VM4,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-09-26,1,DAMPQ0VM4,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2023-09-27,1,DAMPQ0VM4,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-09-28,1,DAMPQ0VM4,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-09-29,2,DABIJC0E3,F013,"# 13. Food in good condition, safe and unadulterated",OUT OF COMPLIANCE
2023-09-30,1,DABIJC0E3,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-10-01,1,DABIJC0E3,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2023-10-02,1,DABIJC0E3,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-10-03,1,DABIJC0E3,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2023-10-04,1,DATAG4H59,F042,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE
2023-10-05,1,DATAG4H59,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-10-06,2,DATAG4H59,F023,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE
2023-10-07,2,DATAG4H59,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2023-10-08,1,DATAG4H59,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2023-10-09,1,DATAG4H59,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2023-10-10,1,DATAG4H59,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2023-10-11,2,DAL0DWWNK,F052,# 01b. Food safety certification,OUT OF COMPLIANCE
2023-10-12,1,DAL0DWWNK,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2023-10-13,1,DAL0DWWNK,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-10-14,1,DAL0DWWNK,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-10-15,1,DAL0DWWNK,F041,# 41. Garbage and refuse properly disposed; facilities maintained,OUT OF COMPLIANCE
2023-10-16,1,DA6KV6IE3,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2023-10-17,1,DA6KV6IE3,F026,"# 26. Approved thawing methods used, frozen food maintained frozen",OUT OF COMPLIANCE
2023-10-18,1,DA6KV6IE3,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2023-10-19,1,DA6KV6IE3,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-10-20,0,DA6KV6IE3,F049,# 50. Impoundment of unsanitary equipment or food,OUT OF COMPLIANCE
2023-10-21,1,DA6KV6IE3,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-10-22,1,DA6KV6IE3,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-10-23,2,DA6KV6IE3,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2023-10-24,1,DAPIE2K2C,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-10-25,1,DAPIE2K2C,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2023-10-26,1,DAPIE2K2C,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-10-27,1,DAPIE2K2C,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2023-10-28,1,DAPIE2K2C,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2023-10-29,1,DAPIE2K2C,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-10-30,1,DATFEJG0V,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-10-31,1,DATFEJG0V,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-11-01,1,DATFEJG0V,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2023-11-02,4,DATFEJG0V,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2023-11-03,2,DATFEJG0V,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2023-11-04,1,DATFEJG0V,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-11-05,1,DAEYBOUTZ,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-11-06,2,DAEYBOUTZ,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2023-11-07,1,DAEYBOUTZ,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2023-11-08,2,DAEYBOUTZ,F013,"# 13. Food in good condition, safe and unadulterated",OUT OF COMPLIANCE
2023-11-09,1,DAEYBOUTZ,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-11-10,1,DAEYBOUTZ,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2023-11-11,1,DAEYBOUTZ,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2023-11-12,1,DAEYBOUTZ,F032,# 32. Food properly labeled & honestly presented,OUT OF COMPLIANCE
2023-11-13,1,DAYVLDRUZ,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-11-14,1,DAYVLDRUZ,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-11-15,4,DAYVLDRUZ,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2023-11-16,2,DA70FSJ0C,F023,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE
2023-11-17,1,DA70FSJ0C,F042,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE
2023-11-18,1,DA70FSJ0C,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2023-11-19,2,DAT1X81JE,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2023-11-20,1,DAT1X81JE,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-11-21,2,DAT1X81JE,F013,"# 13. Food in good condition, safe and unadulterated",OUT OF COMPLIANCE
2023-11-22,1,DAT1X81JE,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-11-23,1,DAT1X81JE,F029,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE
2023-11-24,1,DALLRLMWN,F029,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE
2023-11-25,2,DALLRLMWN,F023,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE
2023-11-26,1,DALLRLMWN,F034,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE
2023-11-27,1,DALLRLMWN,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-11-28,1,DAOMJPJCK,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-11-29,1,DAOMJPJCK,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2023-11-30,2,DAOMJPJCK,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2023-12-01,2,DAOMJPJCK,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2023-12-02,2,DAOMJPJCK,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2023-12-03,1,DAXE2B50E,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2023-12-04,1,DAXE2B50E,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-12-05,2,DAXE2B50E,F052,# 01b. Food safety certification,OUT OF COMPLIANCE
2023-12-06,1,DAXE2B50E,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2023-12-07,1,DAXE2B50E,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2023-12-08,4,DAVDSD08H,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2023-12-09,2,DAVDSD08H,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2023-12-10,1,DAVDSD08H,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-12-11,1,DAVDSD08H,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-12-12,1,DAVDSD08H,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2023-12-13,1,DAVDSD08H,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-12-14,1,DAVDSD08H,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2023-12-15,2,DAVDSD08H,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2023-12-16,1,DAVDSD08H,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2023-12-17,1,DAVYW4CH2,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-12-18,1,DAVYW4CH2,F032,# 32. Food properly labeled & honestly presented,OUT OF COMPLIANCE
2023-12-19,1,DAVYW4CH2,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2023-12-20,1,DAVYW4CH2,F034,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE
2023-12-21,1,DAVYW4CH2,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2023-12-22,2,DAVYW4CH2,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2023-12-23,1,DAB08Q6JB,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-12-24,1,DAMWFSN90,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2023-12-25,1,DAMWFSN90,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2023-12-26,1,DAMWFSN90,F034,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE
2023-12-27,2,DA8NYCS3G,F013,"# 13. Food in good condition, safe and unadulterated",OUT OF COMPLIANCE
2023-12-28,1,DA8NYCS3G,F048,# 47. Permits Available,OUT OF COMPLIANCE
2023-12-29,1,DA8NYCS3G,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2023-12-30,1,DA8NYCS3G,F046,# 46. Signs posted; last inspection report available,OUT OF COMPLIANCE
2023-12-31,1,DAYPXKIZR,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
